Parcela,ID,Código,Nombre_común,Nombre_científico,Familia,Ht1_(m),Hc1_(m),CAP1,CAP2_(cm),CAP3_(cm),CAP4_(cm),CAP5_(cm)
11,31,11-31,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,8,7,54,,,,
11,32,11-32,guacharaco,Cupania americana L.,Sapindaceae Juss.,12,7,69,,,,
11,33,11-33,guacharaco,Cupania americana L.,Sapindaceae Juss.,11,7,37,28,,,
11,34,11-34,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,58,,,,
11,35,11-35,Yarumo plateado,Cecropia telenitida Cuatrec.,Urticaceae Juss.,11,8,34,,,,
11,36,11-36,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,48,,,,
11,37,11-37,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,9,8,38,,,,
11,38,11-38,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,38,,,,
11,39,11-39,Lecythis,Lecythis ampla Miers,Lecythidaceae A.Rich.,11,9,42,,,,
11,40,11-40,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,12,9,37,,,,
11,41,11-41,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,37,,,,
11,42,11-42,Laurel amarillo,Ocotea veraguensis (Meisn.) Mez,Lauraceae Juss.,10,7,34,,,,
11,43,11-43,Cariseco,Billia columbiana Planch. & Linden,Sapindaceae Juss.,11,7,45,,,,
11,44,11-44,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,9,8,34,,,,
11,45,11-45,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,10,9,35,,,,
11,46,11-46,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,9,7,32,,,,
11,47,11-47,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,11,9,39,,,,
11,48,11-48,Chuhuaca,Hieronyma macrocarpa Müll.Arg.,Phyllanthaceae Martinov,9,6,34,,,,
11,49,11-49,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,32,,,,
11,50,11-50,Anon 2,Annona sp2,Annonaceae Juss.,7,6,33,,,,
11,51,11-51,Lacre,Vismia baccifera (L.) Planch. & Triana,Hypericaceae Juss.,10,8,32,,,,
11,52,11-52,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,35,,,,
11,53,11-53,Tuno hoji ancho,Miconia Sp1.,Melastomataceae Juss.,11,9,32,,,,
11,54,11-54,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,32,,,,
11,55,11-55,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,9,8,32,,,,
11,56,11-56,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,37,,,,
11,57,11-57,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,7,0,57,,,,
12,1,12-1,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,10,8,45,,,,
12,2,12-2,Caucho,Ficus citrifolia Mill.,Moraceae Gaudich.,11,9,46,,,,
12,3,12-3,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,7,0,37,,,,
12,4,12-4,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,10,8,35,32,,,
12,5,12-5,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,9,0,45,,,,
12,6,12-6,Laurel,Nectandra Sp1.,Lauraceae Juss.,10,9,41,,,,
12,7,12-7,guacharaco,Cupania americana L.,Sapindaceae Juss.,10,9,39,,,,
12,8,12-8,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,49,,,,
12,9,12-9,guacharaco,Cupania americana L.,Sapindaceae Juss.,11,9,39,,,,
12,10,12-10,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,9,8,41,,,,
12,11,12-11,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,11,10,39,,,,
12,12,12-12,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,9,7,50,,,,
12,13,12-13,S6,SD6,SF6,12,10,38,,,,
12,14,12-14,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,10,9,37,,,,
12,15,12-15,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,9,8,39,,,,
12,16,12-16,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,9,8,47,,,,
12,17,12-17,Lecythis,Lecythis ampla Miers,Lecythidaceae A.Rich.,8,7,38,,,,
12,18,12-18,Cajeto,Trichanthera gigantea (Humb. & Bonpl.) Nees,Acanthaceae Juss.,9,7,35,,,,
12,19,12-19,Arenillo,Dendrobangia boliviana Rusby,Icacinaceae Miers,7,6,35,,,,
12,20,12-20,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,9,7,58,,,,
12,21,12-21,Laurel,Nectandra Sp1.,Lauraceae Juss.,7,6,46,,,,
12,22,12-22,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,9,8,40,,,,
12,23,12-23,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,6,44,39,,,
12,24,12-24,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,11,9,48,34,,,
12,25,12-25,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,41,,,,
12,26,12-26,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,44,,,,
12,27,12-27,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,32,,,,
12,28,12-28,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,5,32,,,,
12,29,12-29,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,35,,,,
12,30,12-30,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,32,,,,
12,31,12-31,Laurel guayabo,Nectandra Sp3.,Lauraceae Juss.,6,5,34,,,,
12,32,12-32,Cenizo,Piptocoma discolor (Kunth) Pruski,Asteraceae Giseke,9,7,35,,,,
12,33,12-33,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,8,6,32,,,,
12,34,12-34,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,5,32,,,,
12,35,12-35,Tuno hoji ancho,Miconia Sp1.,Melastomataceae Juss.,9,7,48,,,,
12,36,12-36,Yarumo plateado,Cecropia telenitida Cuatrec.,Urticaceae Juss.,10,8,48,,,,
12,37,12-37,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,36,,,,
12,38,12-38,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,34,,,,
12,39,12-39,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,34,,,,
12,40,12-40,Lacre,Vismia baccifera (L.) Planch. & Triana,Hypericaceae Juss.,11,7,56,,,,
12,41,12-41,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,56,,,,
12,42,12-42,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,48,,,,
12,43,12-43,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,37,,,,
12,44,12-44,Chilco,Baccharis bogotensis Kunth,Asteraceae Giseke,7,6,34,,,,
12,45,12-45,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,35,,,,
12,46,12-46,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,34,,,,
12,47,12-47,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,6,34,,,,
12,48,12-48,Laurel amarillo,Ocotea veraguensis (Meisn.) Mez,Lauraceae Juss.,10,7,42,,,,
12,49,12-49,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,10,7,37,,,,
12,50,12-50,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,11,8,51,,,,
12,51,12-51,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,6,4,36,,,,
13,1,13-1,Aguacatillo,Persea caerulea (Ruiz & Pav.) Mez,Lauraceae Juss.,9,7,54,,,,
13,2,13-2,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,6,36,,,,
13,3,13-3,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,57,,,,
13,4,13-4,Cajeto,Trichanthera gigantea (Humb. & Bonpl.) Nees,Acanthaceae Juss.,9,7,39,,,,
13,5,13-5,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,10,7,43,,,,
13,6,13-6,Yarumo plateado,Cecropia telenitida Cuatrec.,Urticaceae Juss.,11,7,50,,,,
13,7,13-7,Tuno esmeralda,Miconia squamulosa Triana,Melastomataceae Juss.,7,5,37,,,,
13,8,13-8,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,8,6,39,,,,
13,9,13-9,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,42,,,,
13,10,13-10,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,40,,,,
13,11,13-11,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,32,,,,
13,12,13-12,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,35,,,,
13,13,13-13,Aguacatillo,Persea caerulea (Ruiz & Pav.) Mez,Lauraceae Juss.,12,8,54,45,,,
13,14,13-14,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,9,5,42,,,,
13,15,13-15,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,8,6,49,,,,
13,16,13-16,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,8,6,40,,,,
13,17,13-17,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,37,,,,
13,18,13-18,Saurauia,Saurauia arnoldii Sleumer,Actinidiaceae Gilg & Werderm.,9,8,35,,,,
13,19,13-19,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,38,,,,
13,20,13-20,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,4.5,3,35,,,,
13,21,13-21,S6,SD6,SF6,4.5,2.5,32,,,,
13,22,13-22,Tabaquillo,Macrocarpaea macrophylla (Kunth) Gilg,Gentianaceae Juss.,6,4,44,,,,
13,23,13-23,Niguito,Miconia resima Naudin,Melastomataceae Juss.,5,4,35,,,,
13,24,13-24,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,40,,,,
13,25,13-25,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,11,7,56,,,,
13,26,13-26,Tuno hoji ancho,Miconia Sp1.,Melastomataceae Juss.,9,7,33,,,,
13,27,13-27,Cariseco,Billia columbiana Planch. & Linden,Sapindaceae Juss.,8,5,34,,,,
13,28,13-28,Guacharaco,Cupania americana L.,Sapindaceae Juss.,10,7,44,,,,
13,29,13-29,cucharo rapanea,Rapanea Sp.,Primulaceae Batsch ex Borkh.,11,8,47,42,,,
13,30,13-30,Madre de agua,Anaxagorea sp.,Annonaceae Juss.,10,7,43,,,,
13,31,13-31,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,11,7,33,,,,
13,32,13-32,Yarumo plateado,Cecropia telenitida Cuatrec.,Urticaceae Juss.,10,7,47,,,,
13,33,13-33,Laurel guayabo,Nectandra Sp3.,Lauraceae Juss.,10,7,39,,,,
13,34,13-34,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,41,,,,
13,35,13-35,Guacharaco,Cupania americana L.,Sapindaceae Juss.,10,7,39,,,,
13,36,13-36,Guacharaco,Cupania americana L.,Sapindaceae Juss.,11,7,49,,,,
13,37,13-37,Cordoncillo,Piper marginatum Jacq.,Piperaceae Giseke,11,8,39,,,,
13,38,13-38,Cariseco,Billia columbiana Planch. & Linden,Sapindaceae Juss.,8,5,39,,,,
13,39,13-39,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.5,0,42,,,,
13,40,13-40,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,4.5,2,38,,,,
13,41,13-41,Tuno amarillo,Miconia dolichorrhyncha Naudin,Melastomataceae Juss.,5.5,3,35,,,,
13,42,13-42,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,5,3,32,,,,
13,43,13-43,Arenillo,Dendrobangia boliviana Rusby,Icacinaceae Miers,6,2,40,,,,
13,44,13-44,café de monte,Psychotria Sp1.,Rubiaceae Juss.,4.5,2.5,37,,,,
13,45,13-45,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,35,,,,
13,46,13-46,Sangregado,Croton smithianus Croizat,Euphorbiaceae Juss.,7.5,5,53,,,,
13,47,13-47,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,9,5,53,,,,
13,48,13-48,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,5,33,,,,
13,49,13-49,Yarumo plateado,Cecropia telenitida Cuatrec.,Urticaceae Juss.,6,5,54,,,,
13,50,13-50,Tabaquillo,Macrocarpaea macrophylla (Kunth) Gilg,Gentianaceae Juss.,10,7,35,,,,
13,51,13-51,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,11,7,49,,,,
13,52,13-52,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,8,5,52,,,,
13,53,13-53,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,4.5,3,32,,,,
13,54,13-54,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,4.5,3.5,32,,,,
13,55,13-55,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,5.5,4,42,,,,
13,56,13-56,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,35,,,,
14,1,14-1,Tuno hoji ancho,Miconia Sp1.,Melastomataceae Juss.,10,7,57,,,,
14,2,14-2,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,6,4,32,,,,
14,3,14-3,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,6,46,,,,
14,4,14-4,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,45,,,,
14,5,14-5,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,8,5,41,,,,
14,6,14-6,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,8,6,32,,,,
14,7,14-7,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,10,6,34,,,,
14,8,14-8,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,10,7,36,,,,
14,9,14-9,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,33,19,,,
14,10,14-10,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,41,,,,
14,11,14-11,Amarillo,Beilschmiedia Sp.,Lauraceae Juss.,10,7,53,,,,
14,12,14-12,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,7,5,33,,,,
14,13,14-13,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,40,,,,
14,14,14-14,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,5,35,,,,
14,15,14-15,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,5,44,,,,
14,16,14-16,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,6,36,,,,
14,17,14-17,Aguacatillo,Persea caerulea (Ruiz & Pav.) Mez,Lauraceae Juss.,10,7,38,,,,
14,18,14-18,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,35,,,,
14,19,14-19,Saurauia,Saurauia arnoldii Sleumer,Actinidiaceae Gilg & Werderm.,10,6,36,49,,,
14,20,14-20,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,6,36,,,,
14,21,14-21,Cariseco,Billia columbiana Planch. & Linden,Sapindaceae Juss.,9,7,44,,,,
14,22,14-22,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,35,,,,
14,23,14-23,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,7,2,47,,,,
14,24,14-24,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,46,,,,
14,25,14-25,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,32,,,,
14,26,14-26,Caucho,Ficus citrifolia Mill.,Moraceae Gaudich.,10,8,44,,,,
14,27,14-27,cucharo rapanea,Rapanea Sp.,Primulaceae Batsch ex Borkh.,7,5,34,,,,
14,28,14-28,Niguito,Miconia resima Naudin,Melastomataceae Juss.,8,6,37,,,,
14,29,14-29,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,48,,,,
14,30,14-30,Tuno esmeralda,Miconia squamulosa Triana,Melastomataceae Juss.,7,5,33,,,,
14,31,14-31,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,43,,,,
14,32,14-32,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,5,40,,,,
14,33,14-33,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,42,,,,
14,34,14-34,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,4.5,3.5,34,,,,
14,35,14-35,S7,SD7,SF7,4,2,39,,,,
14,36,14-36,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.5,0,35,,,,
14,37,14-37,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,49,,,,
14,38,14-38,Niguito,Miconia resima Naudin,Melastomataceae Juss.,6,4,41,,,,
14,39,14-39,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,6.5,4,42,,,,
14,40,14-40,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.5,0,37,,,,
14,41,14-41,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,5.5,4.5,37,33,,,
14,42,14-42,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,4.5,2.5,32,,,,
14,43,14-43,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7.5,4,49,,,,
14,44,14-44,Tuno amarillo,Miconia dolichorrhyncha Naudin,Melastomataceae Juss.,6.5,4,34,,,,
14,45,14-45,Niguito,Miconia resima Naudin,Melastomataceae Juss.,6,3.5,33,,,,
14,46,14-46,Niguito,Miconia resima Naudin,Melastomataceae Juss.,6.5,4.5,41,,,,
14,47,14-47,Niguito,Miconia resima Naudin,Melastomataceae Juss.,5.5,3,43,,,,
14,48,14-48,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4.5,42,,,,
14,49,14-49,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,5.5,3.5,38,,,,
14,50,14-50,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4.5,48,,,,
14,51,14-51,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,4.5,33,,,,
14,52,14-52,Niguito,Miconia resima Naudin,Melastomataceae Juss.,6,3.5,40,,,,
14,53,14-53,Niguito,Miconia resima Naudin,Melastomataceae Juss.,6,4.5,42,,,,
14,54,14-54,Niguito,Miconia resima Naudin,Melastomataceae Juss.,5.5,3.5,33,,,,
14,55,14-55,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,4.5,4,33,,,,
14,56,14-56,Falso roble,SD1,SF1,4.5,2,43,,,,
14,57,14-57,schefflera,Schefflera actinophylla (Endl.) Harms,Araliaceae Juss.,10,6,40,,,,
14,58,14-58,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,9,7,40,,,,
14,59,14-59,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,8,6,39,,,,
14,60,14-60,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,42,,,,
14,61,14-61,Niguito,Miconia resima Naudin,Melastomataceae Juss.,7,5,43,,,,
14,62,14-62,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,5,34,,,,
14,63,14-63,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,10,7,43,,,,
14,64,14-64,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,9,6,32,,,,
14,65,14-65,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,5,34,,,,
15,1,15-1,schefflera,Schefflera actinophylla (Endl.) Harms,Araliaceae Juss.,6,5,32,,,,
15,2,15-2,Granizo,Hedyosmum goudotianum Solms,Chloranthaceae R.Br. ex Sims,7,5,42,,,,
15,3,15-3,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,6,38,,,,
15,4,15-4,Granizo,Hedyosmum goudotianum Solms,Chloranthaceae R.Br. ex Sims,8,6,50,,,,
15,5,15-5,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,6,5,37,,,,
15,6,15-6,Granizo,Hedyosmum goudotianum Solms,Chloranthaceae R.Br. ex Sims,9,7,58,,,,
15,7,15-7,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,4,4,32,,,,
15,8,15-8,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,9,7,43,,,,
15,9,15-9,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,6,32,,,,
15,10,15-10,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,40,,,,
15,11,15-11,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,54,,,,
15,12,15-12,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,9,7,38,,,,
15,13,15-13,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,8,6,37,,,,
15,14,15-14,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,7,5,38,,,,
15,15,15-15,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,35,,,,
15,16,15-16,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.6,0,44,,,,
15,17,15-17,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.5,0,49,,,,
