Parcela,ID,Código,Nombre_común,Nombre_científico,Familia,Ht1_(m),Hc1_(m),CAP1,CAP2_(cm),CAP3_(cm),CAP4_(cm),CAP5_(cm)
15,18,15-18,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,36,,,,
15,19,15-19,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,8,6,35,,,,
15,20,15-20,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,8,7,49,,,,
15,21,15-21,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,7,6,37,,,,
15,22,15-22,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,8,5,35,,,,
15,23,15-23,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,35,,,,
15,24,15-24,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,46,,,,
15,25,15-25,Balso,Heliocarpus americanus L.,Malvaceae Juss.,6,4,45,,,,
15,26,15-26,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,46,,,,
15,27,15-27,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,31.5,,,,
15,28,15-28,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.2,0,39,,,,
15,29,15-29,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,37,,,,
15,30,15-30,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.9,0,38,,,,
15,31,15-31,Balso,Heliocarpus americanus L.,Malvaceae Juss.,9,6,44,,,,
15,32,15-32,Balso,Heliocarpus americanus L.,Malvaceae Juss.,8,7,51,,,,
15,33,15-33,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,8,6,39,,,,
15,34,15-34,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,7,6,32,,,,
15,35,15-35,Balso,Heliocarpus americanus L.,Malvaceae Juss.,8,6,32,,,,
15,36,15-36,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,44,,,,
15,37,15-37,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.4,0,45,,,,
15,38,15-38,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,58,,,,
15,39,15-39,Tuno,Bellucia grossularioides (L.) Triana,Melastomataceae Juss.,6,5,31.5,,,,
15,40,15-40,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,39,,,,
15,41,15-41,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,50,,,,
15,42,15-42,Silvo Silvo ,Hedyosmum bonplandianum Kunth.,Chloranthaceae R.Br. ex Sims,7,6,44,41,,,
15,43,15-43,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,9,8,48,,,,
15,44,15-44,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,35,,,,
15,45,15-45,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,51,,,,
15,46,15-46,Niguito,Miconia resima Naudin,Melastomataceae Juss.,4.5,2,33,,,,
15,47,15-47,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6.5,2,34,36,34,,
15,48,15-48,Falso roble,SD1,SF1,6.5,4.5,42,,,,
15,49,15-49,Laurel,Nectandra Sp1.,Lauraceae Juss.,5,4,36,,,,
15,50,15-50,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,6.5,4.5,54,,,,
15,51,15-51,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,42,,,,
15,52,15-52,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4.5,40,,,,
15,53,15-53,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,6.5,5,54,,,,
16,1,16-1,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,10,6,33,,,,
16,2,16-2,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,36,,,,
16,3,16-3,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,37,,,,
16,4,16-4,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,8,0,37,,,,
16,5,16-5,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,32,,,,
16,6,16-6,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,7,0,43,,,,
16,7,16-7,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,34,,,,
16,8,16-8,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,7,0,45,,,,
16,9,16-9,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,8,0,41,,,,
16,10,16-10,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,10,0,40,,,,
16,11,16-11,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,12,0,55,,,,
16,12,16-12,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,10,0,51,,,,
16,13,16-13,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,15,0,56,,,,
16,14,16-14,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,7,0,54,,,,
16,15,16-15,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,13,0,43,39,,,
16,16,16-16,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,9.8,8,34.8,,,,
16,17,16-17,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,9,5,45,,,,
16,18,16-18,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,6,4,32,,,,
16,19,16-19,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,7,3,39,39,34,32,
16,20,16-20,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,53,,,,
16,21,16-21,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,54,,,,
16,22,16-22,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,56,,,,
16,23,16-23,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,3,3,33,31,,,
16,24,16-24,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,41,,,,
16,25,16-25,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,48,,,,
16,26,16-26,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,42,,,,
16,27,16-27,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,45,,,,
16,28,16-28,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,46,,,,
16,29,16-29,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.9,0,46,,,,
16,30,16-30,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,52,,,,
16,31,16-31,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.5,0,42,,,,
16,32,16-32,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,51,,,,
16,33,16-33,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,31.5,,,,
16,34,16-34,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,33,,,,
16,35,16-35,café de monte,Psychotria Sp1.,Rubiaceae Juss.,7,5,93,,,,
17,1,17-1,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,15,13,48,39,,,
17,2,17-2,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,10,8,42,34,,,
17,3,17-3,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,11,9,40,,,,
17,4,17-4,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.5,0,39,,,,
17,5,17-5,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.7,0,43,,,,
17,6,17-6,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,6,37,34,,,
17,7,17-7,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,47,,,,
17,8,17-8,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5.2,0,54,,,,
17,9,17-9,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6.5,0,61,,,,
17,10,17-10,Niguito,Miconia resima Naudin,Melastomataceae Juss.,7.2,6.2,41,,,,
17,11,17-11,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,43,,,,
17,12,17-12,Rudgea,Rudgea cornifolia (Kunth) Standl.,Rubiaceae Juss.,11,8,39,,,,
17,13,17-13,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,54,,,,
17,14,17-14,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6.2,0,69,,,,
17,15,17-15,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.5,0,45,,,,
17,16,17-16,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,50,,,,
17,17,17-17,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,39,,,,
17,18,17-18,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.5,0,40,,,,
17,19,17-19,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,43,,,,
17,20,17-20,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.9,0,69,,,,
17,21,17-21,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.8,0,48,,,,
17,22,17-22,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.5,0,53,,,,
17,23,17-23,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.8,0,32,,,,
17,24,17-24,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,8,6,47,,,,
17,25,17-25,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,9,5,32,,,,
17,26,17-26,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,33,,,,
17,27,17-27,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.2,0,35,,,,
17,28,17-28,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,5.6,4,33,,,,
17,29,17-29,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5.3,0,35,,,,
17,30,17-30,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,7,5,32,,,,
17,31,17-31,Niguito,Miconia resima Naudin,Melastomataceae Juss.,8,3,46,,,,
17,32,17-32,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,6,35,,,,
17,33,17-33,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,6,4,44,,,,
17,34,17-34,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.5,0,31.5,,,,
17,35,17-35,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.3,0,36,,,,
17,36,17-36,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,42,,,,
17,37,17-37,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,38,,,,
17,38,17-38,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,33,,,,
18,1,18-1,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,31.5,,,,
18,2,18-2,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.8,0,60,,,,
18,3,18-3,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,54,,,,
18,4,18-4,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,5,33,,,,
18,5,18-5,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,4,35,,,,
18,6,18-6,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,5,32,,,,
18,7,18-7,Niguito,Miconia resima Naudin,Melastomataceae Juss.,8,6,37,,,,
18,8,18-8,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,52,,,,
18,9,18-9,Aji de paramo,Drimys granadensis L.f.,Winteraceae R.Br. ex Lindl.,7,5,38,,,,
18,10,18-10,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,9,6,43,,,,
18,11,18-11,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.4,0,41,,,,
18,12,18-12,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.3,0,42,,,,
18,13,18-13,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,34,,,,
18,14,18-14,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,39,,,,
18,15,18-15,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,37,,,,
18,16,18-16,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,41,,,,
18,17,18-17,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,47,,,,
18,18,18-18,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,45,,,,
18,19,18-19,Niguito,Miconia resima Naudin,Melastomataceae Juss.,7,5,36,,,,
18,20,18-20,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.8,0,55,,,,
18,21,18-21,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,77,,,,
18,22,18-22,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,32,,,,
18,23,18-23,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,33,,,,
18,24,18-24,Balso,Heliocarpus americanus L.,Malvaceae Juss.,8,6,48,,,,
18,25,18-25,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,5,43,,,,
18,26,18-26,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,56.9,,,,
18,27,18-27,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,4,36,,,,
18,28,18-28,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,49,,,,
18,29,18-29,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,40,,,,
18,30,18-30,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,49,,,,
18,31,18-31,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,48,,,,
18,32,18-32,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,46,,,,
18,33,18-33,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,38,,,,
18,34,18-34,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5.1,0,52,,,,
18,35,18-35,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,66,,,,
18,36,18-36,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,32,,,,
18,37,18-37,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,46,,,,
18,38,18-38,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,3,32,,,,
18,39,18-39,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,43,,,,
18,40,18-40,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,33,,,,
18,41,18-41,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,37,,,,
18,42,18-42,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,6,36,,,,
18,43,18-43,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,6,34,,,,
18,44,18-44,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,5,31.5,,,,
18,45,18-45,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,4,32,,,,
18,46,18-46,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,52,,,,
18,47,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,5,35.6,,,,
18,48,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.3,0,52,,,,
18,49,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.9,0,53,,,,
18,50,,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,6,4,37,,,,
18,51,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.2,0,34,,,,
18,52,,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,6,3,42,,,,
18,53,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,4,33,,,,
18,54,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,47,,,,
18,55,,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,6,4,37,,,,
18,56,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,47,,,,
18,57,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,36,,,,
18,58,,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,6,42,,,,
19,1,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,33,,,,
19,2,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,5,2,31.5,,,,
19,3,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,36,,,,
19,4,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,5,44,,,,
19,5,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,5,46,,,,
19,6,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,5,32,,,,
19,7,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,32,,,,
19,8,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,4,31.5,,,,
19,9,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,45,,,,
19,10,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,6,43,,,,
19,11,,Siete cueros ,Tibouchina lepidota (Bonpl.) Baill.,Melastomataceae Juss.,9,6,42,39,,,
19,12,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.8,0,42,,,,
19,13,,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,6,4,43,,,,
19,14,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.6,0,49,,,,
19,15,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.3,0,52,,,,
19,16,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,33,,,,
19,17,,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,7,5,47,,,,
19,18,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,40,,,,
19,19,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,37,,,,
19,20,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.1,0,38,,,,
19,21,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,36,,,,
19,22,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.5,0,42,,,,
19,23,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,6,51,,,,
19,24,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,33,,,,
19,25,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,55,,,,
19,26,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.9,0,36,,,,
19,27,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.8,0,51,,,,
19,28,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,31.5,,,,
19,29,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,5,3,31.5,,,,
19,30,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,42,,,,
19,31,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,31.5,,,,
19,32,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,39,,,,
19,33,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,33,,,,
19,34,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,6,46,,,,
19,35,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,3,44,,,,
19,36,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,69,,,,
19,37,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,7,5,50,40,,,
19,38,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,36,,,,
19,39,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,4,2,35,,,,
